Worker ID,Problem,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,Class,group_number
A3DB8QTQS5J8MM,CR_Conf,25,Male,Right,College,Infinity,10,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,31-40%,71-80%,81-90%,Non-Solver,47
A3DZ46U9XRLVBI,CR_Conf,38,Female,Right,High School/GED,Infinity,2,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,21-30%,11-20%,11-20%,Non-Solver,47
A3EC954ZQ3DYCU,CR_Conf,28,Female,Right,College,1 minute,9,71-80%,51-60%,71-80%,71-80%,41-50%,31-40%,21-30%,31-40%,31-40%,41-50%,11-20%,Non-Solver,47
A3ECSH4KKQJX9N,CR_Conf,36,Female,Right,Graduate Degree,There is no way to know without additional information,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,21-30%,21-30%,Non-Solver,47
A3EIVR2LS7CCWB,CR_Conf,46,Female,Right,College,1 hour,7,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,41-50%,31-40%,11-20%,11-20%,21-30%,Solver,47
A3EPQ3XMQZQXCW,CR_Conf,30,Female,Right,Graduate Degree,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver,48
A3F51C49T9A34D,CR_Conf,53,Male,Right,Graduate Degree,Infinity,5,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,41-50%,11-20%,Non-Solver,48
A3F90N8YVKJ4I7,CR_Conf,40,Male,Right,College,1 hour,4,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,11-20%,11-20%,11-20%,Solver,48
A3FJCLBK3HF4PD,CR_Conf,29,Male,Left,College,There is no way to know without additional information,7,41-50%,11-20%,21-30%,41-50%,31-40%,31-40%,21-30%,0-10%,0-10%,21-30%,61-70%,Non-Solver,48
A3FJE9AUW0O41D,CR_Conf,32,Female,Left,College,1 hour,3,11-20%,0-10%,11-20%,11-20%,11-20%,21-30%,11-20%,11-20%,0-10%,0-10%,0-10%,Solver,48
A3FMSV2KW0YQZB,CR_Conf,28,Male,Right,College,1 hour,7,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,31-40%,Solver,48
A3216JB8CWIUNR,CR_Conf,27,Male,Right,Graduate Degree,1 hour,8,71-80%,0-10%,0-10%,71-80%,61-70%,71-80%,51-60%,61-70%,71-80%,81-90%,61-70%,Solver,48
A32613MWIE6YYD,CR_Conf,37,Male,Right,College,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver,48
A32BYZ60Q41UNC,CR_Conf,38,Female,Right,College,1000 hours,4,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,21-30%,11-20%,0-10%,11-20%,0-10%,Non-Solver,48
A39PWM9C4U0TEP,CR_Conf,41,Male,Right,Graduate Degree,2000 hours,8,31-40%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,0-10%,0-10%,0-10%,Non-Solver,48
A39Q4SNT7SRK94,CR_Conf,28,Male,Right,College,1 minute,2,31-40%,21-30%,41-50%,61-70%,41-50%,31-40%,21-30%,11-20%,11-20%,11-20%,0-10%,Non-Solver,48
A39QNT90QCP5KA,CR_Conf,28,Male,Right,College,1000 hours,6,11-20%,0-10%,11-20%,0-10%,11-20%,21-30%,21-30%,0-10%,0-10%,21-30%,11-20%,Non-Solver,48
A3G1ODAPIHRHUI,CR_Conf,51,Female,Right,College,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,41-50%,41-50%,51-60%,51-60%,61-70%,Non-Solver,48
A3G5IPGLH1IIZN,CR_Conf,55,Female,Right,College,There is no way to know without additional information,1,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,Non-Solver,48
A3G85PECAGKPBK,CR_Conf,54,Female,Right,Graduate Degree,1000 minutes,5,31-40%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,31-40%,41-50%,51-60%,61-70%,Non-Solver,48
A3GF17EKYEJFZQ,CR_Conf,58,Female,Right,High School/GED,1 hour,1,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,21-30%,11-20%,0-10%,0-10%,11-20%,Solver,48
A3GFGPPC495SPO,CR_Conf,38,Female,Right,College,1000 hours,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,21-30%,Non-Solver,48
A3GIZ0VFD8CS47,CR_Conf,43,Male,Right,High School/GED,Infinity,8,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,Non-Solver,48
A3GO2JCV966XGE,CR_Conf,29,Male,Right,College,Infinity,6,51-60%,0-10%,0-10%,0-10%,21-30%,11-20%,0-10%,0-10%,0-10%,41-50%,51-60%,Non-Solver,48
A3GPYCHKB2KDLC,CR_Conf,55,Male,Right,Graduate Degree,1 hour,5,11-20%,0-10%,31-40%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,Solver,48
A3GUPOYHXOIQ6B,CR_Conf,27,Male,Left,Graduate Degree,1000 hours,5,51-60%,0-10%,0-10%,21-30%,31-40%,41-50%,51-60%,61-70%,51-60%,41-50%,31-40%,Non-Solver,48
A3HE8VNBXD2BR0,CR_Conf,29,Male,Right,High School/GED,1 hour,3,31-40%,0-10%,0-10%,0-10%,11-20%,41-50%,0-10%,0-10%,0-10%,11-20%,21-30%,Solver,48
A3HEFFEBOZC50K,CR_Conf,35,Female,Right,Graduate Degree,Infinity,7,41-50%,31-40%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,48
A3HH7T31PFH49C,CR_Conf,34,Female,Right,Graduate Degree,1 hour,6,51-60%,0-10%,0-10%,11-20%,0-10%,51-60%,21-30%,11-20%,11-20%,0-10%,21-30%,Solver,48
A3HI6K8RIQ8A7X,CR_Conf,27,Male,Both hands are equally strong,Graduate Degree,1 minute,8,61-70%,11-20%,21-30%,51-60%,31-40%,21-30%,21-30%,21-30%,21-30%,11-20%,11-20%,Non-Solver,48
A3HIZXUSZUQLYS,CR_Conf,32,Male,Right,College,There is no way to know without additional information,8,41-50%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,11-20%,51-60%,Non-Solver,48
A3HL2LL0LEPZT8,CR_Conf,34,Male,Left,College,1 hour,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Solver,48
A3HLIJUBLECL5T,CR_Conf,27,Female,Right,College,1 minute,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,48
A3HMDGRGC5JB7E,CR_Conf,33,Female,Right,College,1 minute,2,11-20%,21-30%,11-20%,31-40%,31-40%,0-10%,31-40%,11-20%,31-40%,11-20%,21-30%,Non-Solver,48
A3HV6WJ4V1625R,CR_Conf,59,Male,Right,Graduate Degree,1 minute,9,91-100%,0-10%,0-10%,61-70%,71-80%,61-70%,71-80%,61-70%,71-80%,61-70%,71-80%,Non-Solver,48
A3HW4QDJB63OQ2,CR_Conf,29,Male,Right,College,There is no way to know without additional information,4,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,Non-Solver,49
A3HXM7BGH18FOW,CR_Conf,64,Female,Right,Graduate Degree,There is no way to know without additional information,1,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,51-60%,21-30%,0-10%,51-60%,71-80%,Non-Solver,49
A3HZA5ZOPA298N,CR_Conf,24,Male,Right,College,1000 seconds,5,31-40%,11-20%,21-30%,21-30%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,49
A3I55L67X0MWC4,CR_Conf,52,Female,Right,Graduate Degree,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,41-50%,Non-Solver,49
A3I8HU3ZCHOROC,CR_Conf,28,Male,Right,Graduate Degree,1 hour,10,71-80%,0-10%,0-10%,21-30%,21-30%,71-80%,61-70%,41-50%,31-40%,11-20%,21-30%,Solver,49
A3ID4YTU6O6J4E,CR_Conf,26,Male,Right,College,2000 hours,7,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,Non-Solver,49
A3IEFYBAJDK48K,CR_Conf,30,Male,Right,Graduate Degree,Infinity,10,21-30%,0-10%,0-10%,11-20%,0-10%,51-60%,0-10%,0-10%,0-10%,21-30%,0-10%,Non-Solver,49
A3IMB1JAMHP1KK,CR_Conf,35,Male,Right,High School/GED,There is no way to know without additional information,8,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,61-70%,Non-Solver,49
A3IO849YPKG09B,CR_Conf,46,Male,Right,College,There is no way to know without additional information,10,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,11-20%,0-10%,31-40%,0-10%,Non-Solver,49
A32HFMZVTLF1JG,CR_Conf,26,Male,Left,Graduate Degree,1000 hours,10,71-80%,11-20%,51-60%,31-40%,41-50%,41-50%,61-70%,11-20%,51-60%,51-60%,41-50%,Non-Solver,49
A32RHBK1BQB9N0,CR_Conf,26,Male,Right,College,1 hour,8,61-70%,0-10%,21-30%,31-40%,41-50%,61-70%,51-60%,31-40%,21-30%,21-30%,11-20%,Solver,49
A32RV3F0QV5ZED,CR_Conf,28,Female,Right,Graduate Degree,1 hour,6,41-50%,21-30%,31-40%,21-30%,41-50%,71-80%,41-50%,21-30%,31-40%,21-30%,31-40%,Solver,49
A3IU1F9KR74CLH,CR_Conf,36,Female,Right,College,Infinity,4,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,31-40%,Non-Solver,49
A3J0ZJRVD5882T,CR_Conf,25,Male,Left,Graduate Degree,There is no way to know without additional information,10,11-20%,0-10%,11-20%,11-20%,31-40%,41-50%,51-60%,61-70%,61-70%,41-50%,61-70%,Non-Solver,49
A3J2B1CXC671CE,CR_Conf,36,Male,Right,Graduate Degree,1000 minutes,7,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,11-20%,11-20%,Non-Solver,49
A39S29IP6ZSNT4,CR_Conf,30,Female,Right,College,1 minute,10,11-20%,0-10%,0-10%,71-80%,71-80%,71-80%,71-80%,71-80%,71-80%,71-80%,71-80%,Non-Solver,49
A39ZJ6GDHFZRJW,CR_Conf,66,Male,Right,College,1 hour,4,21-30%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,81-90%,81-90%,Solver,49
A3A07QA5U733HQ,CR_Conf,35,Male,Right,College,There is no way to know without additional information,8,11-20%,0-10%,21-30%,41-50%,31-40%,21-30%,41-50%,21-30%,0-10%,41-50%,11-20%,Non-Solver,49
A3JAM040VWXHDO,CR_Conf,48,Female,Right,College,1000 hours,2,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,31-40%,Non-Solver,49
A3JBAUWN5T7E0Q,CR_Conf,34,Male,Right,College,Infinity,6,21-30%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,Non-Solver,49
A3JKYTCUACTDZA,CR_Conf,23,Female,Both hands are equally strong,College,1000 hours,3,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,0-10%,0-10%,0-10%,Non-Solver,49
A3JVG39ZC5U3AE,CR_Conf,30,Female,Right,College,1000 hours,6,31-40%,0-10%,0-10%,0-10%,31-40%,11-20%,31-40%,0-10%,0-10%,21-30%,0-10%,Non-Solver,49
A3JVOMZOZ81R1S,CR_Conf,35,Female,Left,College,1000 hours,5,31-40%,0-10%,0-10%,0-10%,21-30%,21-30%,41-50%,41-50%,41-50%,51-60%,21-30%,Non-Solver,49
A3K415WNTD33IK,CR_Conf,39,Female,Right,College,1000 hours,5,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,Non-Solver,49
A3K5HNLPS3F0I8,CR_Conf,69,Female,Right,College,Infinity,6,31-40%,0-10%,31-40%,31-40%,51-60%,51-60%,81-90%,81-90%,81-90%,41-50%,0-10%,Non-Solver,49
A3K61IVKI7FBTY,CR_Conf,29,Female,Right,College,1000000 hours,10,41-50%,51-60%,41-50%,61-70%,61-70%,31-40%,41-50%,41-50%,51-60%,61-70%,51-60%,Non-Solver,49
A3KC26Z78FBOJT,CR_Conf,31,Male,Right,Graduate Degree,There is no way to know without additional information,2,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,41-50%,Non-Solver,49
A3KK1BNF5H0N1Z,CR_Conf,33,Male,Right,College,1000 hours,4,21-30%,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,31-40%,31-40%,41-50%,0-10%,Non-Solver,49
A3KK1GTAF77JFK,CR_Conf,16,Female,Right,College,Infinity,6,41-50%,0-10%,0-10%,0-10%,0-10%,31-40%,11-20%,11-20%,11-20%,21-30%,11-20%,Non-Solver,49
A3KM1ZZ6OB52L5,CR_Conf,29,Female,Right,Graduate Degree,Infinity,10,41-50%,0-10%,0-10%,41-50%,31-40%,21-30%,21-30%,31-40%,31-40%,71-80%,0-10%,Non-Solver,49
A3KNO82DZ519HG,CR_Conf,54,Female,Right,College,2000 hours,1,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,31-40%,21-30%,0-10%,21-30%,61-70%,Non-Solver,50
A3KOT3B7E14QGF,CR_Conf,48,Female,Right,College,Infinity,8,31-40%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,21-30%,21-30%,0-10%,Non-Solver,50
A3KQZ7XGK5N58I,CR_Conf,39,Female,Right,Graduate Degree,Infinity,5,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,51-60%,Non-Solver,50
A3KUGXG2Y6X7BD,CR_Conf,42,Female,Right,College,There is no way to know without additional information,9,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,Non-Solver,50
A3KWWXE2Y5O896,CR_Conf,30,Male,Right,High School/GED,1 hour,7,41-50%,11-20%,71-80%,11-20%,71-80%,61-70%,71-80%,31-40%,21-30%,31-40%,41-50%,Solver,50
A3KYRBGZWQR9CO,CR_Conf,35,Female,Both hands are equally strong,College,There is no way to know without additional information,6,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,21-30%,Non-Solver,50
A3L04E6VTT3LCI,CR_Conf,26,Female,Right,College,1 minute,9,0-10%,0-10%,61-70%,51-60%,41-50%,61-70%,71-80%,0-10%,21-30%,0-10%,0-10%,Non-Solver,50
A3L2UXYEVOU5UI,CR_Conf,28,Male,Right,Graduate Degree,1 hour,7,31-40%,51-60%,31-40%,41-50%,51-60%,11-20%,41-50%,31-40%,41-50%,41-50%,61-70%,Solver,50
A3L4JI1S352HB8,CR_Conf,47,Female,Left,College,2000 hours,4,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,31-40%,41-50%,21-30%,11-20%,Non-Solver,50
A3LMXV4SZ33HPR,CR_Conf,21,Male,Right,College,Infinity,10,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,0-10%,Non-Solver,50
A3LMXV4SZ33HPR,CR_Conf,21,Male,Right,College,Infinity,10,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,0-10%,Non-Solver,50
A3LOLMFCFVCXSX,CR_Conf,30,Male,Right,Graduate Degree,1 hour,7,31-40%,11-20%,0-10%,11-20%,0-10%,41-50%,0-10%,11-20%,0-10%,0-10%,11-20%,Solver,50
A32XCTDWEIXDI0,CR_Conf,25,Male,Right,Graduate Degree,1 hour,8,41-50%,11-20%,21-30%,41-50%,41-50%,51-60%,51-60%,61-70%,61-70%,71-80%,61-70%,Solver,50
A334NPHULT0Q8V,CR_Conf,43,Male,Right,College,1000 minutes,5,21-30%,51-60%,61-70%,71-80%,61-70%,71-80%,51-60%,61-70%,41-50%,61-70%,51-60%,Non-Solver,50
A336V7IY38Q2WN,CR_Conf,33,Male,Right,College,Infinity,8,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,21-30%,31-40%,41-50%,0-10%,0-10%,Non-Solver,50
A3LYQ5490FJYXK,CR_Conf,58,Male,Right,Graduate Degree,1 minute,6,0-10%,11-20%,21-30%,0-10%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,50
A3M3DCE0R1ZWQS,CR_Conf,28,Male,Right,Graduate Degree,Infinity,9,51-60%,31-40%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,50
A3MF31JQ350ABS,CR_Conf,47,Female,Right,High School/GED,Infinity,4,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,71-80%,Non-Solver,50
A3MHX8S9QFT8SB,CR_Conf,25,Female,Right,Graduate Degree,2000 hours,9,81-90%,0-10%,0-10%,51-60%,61-70%,71-80%,81-90%,91-100%,91-100%,81-90%,81-90%,Non-Solver,50
A3ML5HJCV407RX,CR_Conf,29,Male,Right,Graduate Degree,1000 minutes,9,81-90%,0-10%,0-10%,71-80%,81-90%,61-70%,81-90%,81-90%,81-90%,61-70%,61-70%,Non-Solver,50
A3MNVY7TDODBGM,CR_Conf,27,Male,Right,College,1000 hours,9,21-30%,0-10%,0-10%,71-80%,61-70%,61-70%,71-80%,61-70%,71-80%,61-70%,71-80%,Non-Solver,50
A3A8P4UR9A0DWQ,CR_Conf,43,Female,Right,College,Infinity,1,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,31-40%,51-60%,61-70%,41-50%,Non-Solver,50
A3AELT3Y5E6X7U,CR_Conf,26,Female,Right,Graduate Degree,Infinity,10,91-100%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,41-50%,0-10%,Non-Solver,50
A3AGF9EJPNNZH5,CR_Conf,28,Female,Right,Graduate Degree,1000 minutes,9,41-50%,41-50%,51-60%,71-80%,31-40%,61-70%,71-80%,51-60%,61-70%,51-60%,71-80%,Non-Solver,50
A3N0QZ9ZKUCTCQ,CR_Conf,30,Male,Right,College,There is no way to know without additional information,4,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,11-20%,11-20%,Non-Solver,50
A3N1K46ESYH5JN,CR_Conf,45,Male,Right,Graduate Degree,1 hour,8,41-50%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,11-20%,11-20%,0-10%,0-10%,Solver,50
A3N4A8O8K7WOYV,CR_Conf,47,Female,Right,Graduate Degree,1000 hours,10,61-70%,71-80%,61-70%,71-80%,71-80%,61-70%,81-90%,71-80%,61-70%,51-60%,71-80%,Non-Solver,50
A3N66DKF3VNB9X,CR_Conf,29,Male,Left,High School/GED,Infinity,6,11-20%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,41-50%,41-50%,Non-Solver,50
A3N7R7P9HP2YB6,CR_Conf,52,Male,Right,College,1000000 hours,1,11-20%,0-10%,21-30%,11-20%,41-50%,31-40%,61-70%,51-60%,71-80%,81-90%,91-100%,Non-Solver,50
A3NHJPE6326P9V,CR_Conf,46,Female,Right,College,1000 hours,3,41-50%,0-10%,0-10%,0-10%,21-30%,31-40%,81-90%,41-50%,41-50%,31-40%,21-30%,Non-Solver,50
A3PL7JEMIPFHI9,CR_Conf,37,Female,Right,College,There is no way to know without additional information,9,41-50%,0-10%,0-10%,0-10%,11-20%,0-10%,21-30%,11-20%,11-20%,11-20%,21-30%,Non-Solver,51
A3PSFD0UI0ZC94,CR_Conf,37,Female,Right,College,There is no way to know without additional information,9,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,51
A3PT32853VOR8D,CR_Conf,25,Female,Right,College,1 minute,8,81-90%,0-10%,0-10%,61-70%,31-40%,21-30%,41-50%,11-20%,11-20%,0-10%,0-10%,Non-Solver,51
A3Q3PCMTLK6JF1,CR_Conf,31,Male,Right,Graduate Degree,There is no way to know without additional information,10,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,Non-Solver,51
A3QA0Y16Q4273V,CR_Conf,45,Female,Right,High School/GED,2000 hours,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,21-30%,31-40%,0-10%,Non-Solver,51
A3QAETE7C7Z4R3,CR_Conf,29,Male,Right,College,1 hour,5,31-40%,0-10%,0-10%,31-40%,21-30%,51-60%,11-20%,0-10%,0-10%,0-10%,11-20%,Solver,51
A3QC57KUVJP5EW,CR_Conf,27,Male,Right,High School/GED,Infinity,2,41-50%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,11-20%,21-30%,11-20%,Non-Solver,51
A3QEVFM3UD67BA,CR_Conf,42,Female,Right,College,Infinity,2,41-50%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,51-60%,51-60%,Non-Solver,51
A3QMED18F7JJWE,CR_Conf,28,Female,Right,Graduate Degree,1 second,9,81-90%,91-100%,81-90%,91-100%,81-90%,91-100%,81-90%,91-100%,81-90%,91-100%,81-90%,Non-Solver,51
A3AHCT6Q7A3Q23,CR_Conf,45,Female,Left,College,1000 minutes,5,21-30%,0-10%,0-10%,0-10%,31-40%,0-10%,21-30%,11-20%,11-20%,11-20%,0-10%,Non-Solver,51
A3AKKYZC4JE3UF,CR_Conf,48,Female,Right,College,1000 minutes,6,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,0-10%,0-10%,0-10%,0-10%,Non-Solver,51
A3ANKNB1TOCXQU,CR_Conf,48,Female,Left,College,1000 minutes,4,11-20%,0-10%,11-20%,41-50%,31-40%,61-70%,41-50%,71-80%,21-30%,81-90%,81-90%,Non-Solver,51
A3QSJY1FFN0N6V,CR_Conf,36,Female,Right,High School/GED,Infinity,8,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver,51
A3QUAM5Y482D4U,CR_Conf,31,Male,Right,College,1 minute,8,41-50%,0-10%,0-10%,61-70%,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,51
A3QUGJF2AN8TF2,CR_Conf,35,Male,Right,College,1 hour,4,11-20%,0-10%,0-10%,0-10%,21-30%,51-60%,11-20%,11-20%,0-10%,71-80%,61-70%,Solver,51
A3QUTOJ3J3ZIMV,CR_Conf,32,Male,Right,College,Infinity,4,31-40%,0-10%,0-10%,11-20%,31-40%,41-50%,51-60%,41-50%,31-40%,61-70%,61-70%,Non-Solver,51
A3QUWIT972BYUH,CR_Conf,55,Female,Left,Graduate Degree,1000000 hours,2,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,31-40%,31-40%,31-40%,Non-Solver,51
A3R457FAWQXZN3,CR_Conf,27,Female,Right,High School/GED,There is no way to know without additional information,1,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,31-40%,Non-Solver,51
A3R5OJR60C6004,CR_Conf,45,Male,Right,College,Infinity,4,21-30%,11-20%,11-20%,11-20%,11-20%,21-30%,0-10%,0-10%,0-10%,31-40%,0-10%,Non-Solver,51
A3RCX3IQ8L6HHW,CR_Conf,47,Female,Right,College,Infinity,1,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver,51
A3RGC0P0GID8KU,CR_Conf,23,Female,Right,College,1000 hours,4,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,41-50%,11-20%,41-50%,Non-Solver,51
A3RIAV3H8NSUSF,CR_Conf,32,Female,Right,College,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,41-50%,Non-Solver,51
A3ROQ06884CV1P,CR_Conf,52,Male,Right,College,1 minute,6,0-10%,11-20%,21-30%,31-40%,21-30%,11-20%,31-40%,31-40%,0-10%,11-20%,11-20%,Non-Solver,51
A3RS7UCO7CQ74R,CR_Conf,31,Male,Right,High School/GED,There is no way to know without additional information,10,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,51
A3RYH6OUH7BJ4Z,CR_Conf,29,Male,Right,Graduate Degree,1 minute,3,11-20%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver,51
A3S5M6R3ZR6ECN,CR_Conf,39,Female,Right,Graduate Degree,2000 hours,3,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver,51
A3S8TUZ94SKSDC,CR_Conf,29,Male,Right,College,Infinity,9,41-50%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,0-10%,31-40%,41-50%,11-20%,Non-Solver,51
A3SD02HCW68EUL,CR_Conf,29,Female,Right,College,1000 hours,5,21-30%,51-60%,41-50%,21-30%,11-20%,41-50%,51-60%,0-10%,41-50%,61-70%,0-10%,Non-Solver,51
A3SEJCTDA6P46H,CR_Conf,35,Female,Left,Graduate Degree,1 hour,7,31-40%,61-70%,61-70%,51-60%,51-60%,51-60%,51-60%,51-60%,51-60%,51-60%,51-60%,Solver,51
A3SKEW89V5S0DI,CR_Conf,48,Male,Right,College,Infinity,5,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,31-40%,11-20%,Non-Solver,51
A3NQ988D43B0JW,CR_Conf,25,Male,Right,College,1000 minutes,8,11-20%,11-20%,21-30%,31-40%,31-40%,21-30%,11-20%,0-10%,11-20%,11-20%,11-20%,Non-Solver,51
A3NTC98M8AY5O5,CR_Conf,24,Male,Right,Graduate Degree,1 hour,10,51-60%,81-90%,71-80%,81-90%,71-80%,81-90%,71-80%,81-90%,71-80%,81-90%,71-80%,Solver,51
A3NTC98M8AY5O5,CR_Conf,24,Male,Right,Graduate Degree,1 hour,10,51-60%,81-90%,71-80%,81-90%,71-80%,71-80%,81-90%,71-80%,81-90%,71-80%,81-90%,Solver,51
A3SSOC4IVTSIFL,CR_Conf,40,Male,Right,Graduate Degree,There is no way to know without additional information,10,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,11-20%,11-20%,0-10%,21-30%,Non-Solver,52
A3T08B0RTD7PRH,CR_Conf,30,Male,Right,College,1 minute,6,51-60%,51-60%,21-30%,41-50%,31-40%,51-60%,61-70%,41-50%,31-40%,21-30%,41-50%,Non-Solver,52
A3T7N805PVNEXN,CR_Conf,22,Male,Right,High School/GED,There is no way to know without additional information,8,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,91-100%,Non-Solver,52
