,Answer,Problem,group_number,Class,SD,AvgPSAR,AvgPSS,AvgPSNS,PSDAR,PSDS,PSDNS,AvgCS,AvgB,AvgPS,AvgConf,AvgDiff,cluster,pred,probas
379,1000 minutes,CR_Conf,44,0,0.2333333333333333,0.3033333333333333,0.5857142857142856,0.21739130434782608,-0.06999999999999995,-0.3523809523809523,0.015942028985507256,1.4118534222341044,0.1851746031746032,0.31428571428571433,0.6428571428571429,,0,0,0.2724198528472209
380,1 hour,CR_Conf,44,1,0.13333333333333333,0.3166666666666666,0.55,0.2807692307692308,-0.18333333333333326,-0.4166666666666667,-0.14743589743589744,1.3755817592842765,0.17080555555555554,0.325,0.475,,0,0,0.15171669844474905
381,1000 hours,CR_Conf,44,0,0.1,0.3833333333333333,0.4000000000000001,0.3814814814814815,-0.2833333333333332,-0.30000000000000004,-0.28148148148148155,0.6549533507428245,0.043222222222222224,0.4000000000000001,0.5,,0,0,0.06215816051805225
382,2000 hours,CR_Conf,44,0,0.03333333333333333,0.3633333333333333,0.2,0.3689655172413792,-0.33,-0.16666666666666669,-0.3356321839080459,0.3806776556776557,0.01588888888888889,0.2,0.4,,0,0,0.06843064652969924
383,1000000 hours,CR_Conf,44,0,0.0,0.3099999999999999,0.0,0.3099999999999999,-0.3099999999999999,0.0,-0.3099999999999999,0.0,0.0,0.0,0.0,,0,0,0.007348792751529745
384,Infinity,CR_Conf,44,0,0.3333333333333333,0.3666666666666666,0.4400000000000001,0.3299999999999999,-0.03333333333333327,-0.10666666666666674,0.0033333333333334107,0.7311940143844642,0.07962222222222222,0.39,0.6599999999999999,,0,1,0.608503953470571
385,There is no way to know without additional information,CR_Conf,44,0,0.16666666666666666,0.36,0.25999999999999995,0.38,-0.19333333333333333,-0.0933333333333333,-0.21333333333333332,0.32728882520987784,0.014888888888888887,0.2,0.5199999999999999,,0,0,0.14214479798270335
386,1 second,CR_Conf,45,0,0.03333333333333333,0.2,0.8,0.17931034482758615,-0.16666666666666666,-0.7666666666666667,-0.14597701149425282,1.4304019138755983,0.16500000000000006,0.7,0.8,,0,0,0.06328433169846481
387,1000 seconds,CR_Conf,45,0,0.0,0.21999999999999995,0.0,0.21999999999999995,-0.21999999999999995,0.0,-0.21999999999999995,0.0,0.0,0.0,0.0,,0,0,0.008790568422688265
388,1 minute,CR_Conf,45,0,0.13333333333333333,0.24666666666666665,0.6,0.19230769230769232,-0.11333333333333327,-0.4666666666666667,-0.05897435897435899,1.6157096192213416,0.22541666666666665,0.5,0.675,,0,0,0.1233695275469664
389,1000 minutes,CR_Conf,45,0,0.0,0.24,0.0,0.24,-0.24,0.0,-0.24,0.0,0.0,0.0,0.0,,0,0,0.008405377588546615
390,1 hour,CR_Conf,45,1,0.13333333333333333,0.31,0.5,0.2807692307692308,-0.17666666666666667,-0.3666666666666667,-0.14743589743589744,0.6868638685875528,0.0635,0.45,0.625,,0,0,0.40214696923253523
391,1000 hours,CR_Conf,45,0,0.1,0.29999999999999993,0.5666666666666667,0.2703703703703704,-0.19999999999999996,-0.4666666666666667,-0.17037037037037034,1.2364890420841186,0.14611111111111108,0.3666666666666667,0.4666666666666667,,0,0,0.1447292290197075
392,2000 hours,CR_Conf,45,0,0.03333333333333333,0.28,0.2,0.2827586206896551,-0.24666666666666665,-0.16666666666666669,-0.2494252873563218,0.5875963948332371,0.04066666666666667,0.2,0.3,,0,0,0.10472956462277486
393,1000000 hours,CR_Conf,45,0,0.0,0.26666666666666666,0.0,0.26666666666666666,-0.26666666666666666,0.0,-0.26666666666666666,0.0,0.0,0.0,0.0,,0,0,0.007980901926632504
394,Infinity,CR_Conf,45,0,0.43333333333333335,0.4133333333333333,0.4153846153846154,0.4117647058823529,0.020000000000000014,0.01794871794871794,0.021568627450980482,0.5284385182780181,0.0423846153846154,0.3384615384615385,0.5615384615384615,,0,0,0.36386351548318274
395,There is no way to know without additional information,CR_Conf,45,0,0.13333333333333333,0.38,0.475,0.36538461538461536,-0.24666666666666665,-0.3416666666666667,-0.23205128205128206,0.5322796551098758,0.05008333333333333,0.45,0.975,,0,0,0.11201832039926787
396,1 second,CR_Conf,46,0,0.0,0.1733333333333333,0.0,0.1733333333333333,-0.1733333333333333,0.0,-0.1733333333333333,0.0,0.0,0.0,0.0,,0,0,0.009972600464849195
397,1000 seconds,CR_Conf,46,0,0.03333333333333333,0.20333333333333328,0.1,0.2068965517241379,-0.16999999999999996,-0.06666666666666668,-0.17356321839080455,0.17500000000000002,0.0062222222222222245,0.3,0.3,,0,0,0.018698056536259437
398,1 minute,CR_Conf,46,0,0.03333333333333333,0.23,0.5,0.22068965517241373,-0.19666666666666666,-0.4666666666666667,-0.1873563218390804,1.3970970695970697,0.15922222222222224,0.5,0.6,,0,0,0.08849650345102197
399,1000 minutes,CR_Conf,46,0,0.2,0.30999999999999994,0.4333333333333333,0.2791666666666666,-0.10999999999999993,-0.2333333333333333,-0.07916666666666661,1.1262144519952473,0.1754444444444445,0.4333333333333333,0.6166666666666667,,0,0,0.32320719494335964
400,1 hour,CR_Conf,46,1,0.16666666666666666,0.35,0.58,0.304,-0.18333333333333326,-0.4133333333333333,-0.13733333333333336,0.7914247708431918,0.09522222222222222,0.46,0.6000000000000001,,0,0,0.30546244545004775
401,1000 hours,CR_Conf,46,0,0.1,0.29999999999999993,0.43333333333333335,0.2851851851851852,-0.19999999999999996,-0.33333333333333337,-0.1851851851851852,0.8096244528418441,0.10244444444444444,0.5333333333333333,0.5333333333333333,,0,0,0.15032790536954477
402,2000 hours,CR_Conf,46,0,0.03333333333333333,0.2933333333333332,0.2,0.29655172413793096,-0.2599999999999999,-0.16666666666666669,-0.26321839080459764,0.2575630252100841,0.013555555555555562,0.3,0.4,,0,0,0.05866234455854491
403,1000000 hours,CR_Conf,46,0,0.03333333333333333,0.2833333333333333,0.6,0.2724137931034482,-0.24999999999999994,-0.5666666666666667,-0.2390804597701149,0.36184210526315785,0.034888888888888886,0.2,0.6,,0,0,0.11261411091842395
404,Infinity,CR_Conf,46,0,0.2,0.3499999999999999,0.5333333333333333,0.3041666666666667,-0.1499999999999999,-0.3333333333333333,-0.10416666666666667,0.5264037040817228,0.056611111111111126,0.3333333333333333,0.6333333333333333,,0,0,0.17046477656914055
405,There is no way to know without additional information,CR_Conf,46,0,0.2,0.3833333333333332,0.4166666666666667,0.375,-0.1833333333333332,-0.21666666666666667,-0.175,0.4837244900831858,0.05033333333333333,0.3,0.6,,0,0,0.07766485950894754
406,1 second,CR_Conf,47,0,0.03333333333333333,0.22666666666666666,0.5,0.2172413793103448,-0.19333333333333333,-0.4666666666666667,-0.1839080459770115,0.4052106227106227,0.03277777777777778,0.3,0.6,,0,0,0.09113298447316179
407,1000 seconds,CR_Conf,47,0,0.1,0.2633333333333333,0.43333333333333335,0.2444444444444445,-0.1633333333333333,-0.33333333333333337,-0.14444444444444446,1.092802115631635,0.11888888888888888,0.5333333333333333,0.6666666666666666,,0,0,0.16048878858449875
408,1 minute,CR_Conf,47,0,0.13333333333333333,0.25333333333333324,0.6000000000000001,0.2,-0.11999999999999993,-0.4666666666666668,-0.06666666666666668,2.10345814137696,0.3406944444444445,0.525,0.75,,0,0,0.08314917242530642
409,1000 minutes,CR_Conf,47,0,0.13333333333333333,0.2866666666666667,0.30000000000000004,0.2846153846153846,-0.15333333333333335,-0.1666666666666667,-0.15128205128205127,0.960789213982948,0.11411111111111112,0.4,0.425,,0,0,0.11355895487864265
410,1 hour,CR_Conf,47,1,0.06666666666666668,0.3533333333333333,0.45,0.3464285714285714,-0.2866666666666667,-0.3833333333333333,-0.2797619047619048,1.3492361335843934,0.21444444444444447,0.45,0.55,,0,0,0.0759418122870924
411,1000 hours,CR_Conf,47,0,0.13333333333333333,0.37,0.475,0.3538461538461538,-0.2366666666666666,-0.3416666666666667,-0.22051282051282048,0.7263895469855224,0.08219444444444446,0.275,0.4,,0,0,0.0453300078273822
412,2000 hours,CR_Conf,47,0,0.0,0.3633333333333334,0.0,0.3633333333333334,-0.3633333333333334,0.0,-0.3633333333333334,0.0,0.0,0.0,0.0,,0,0,0.009550070891509017
413,1000000 hours,CR_Conf,47,0,0.0,0.3366666666666667,0.0,0.3366666666666667,-0.3366666666666667,0.0,-0.3366666666666667,0.0,0.0,0.0,0.0,,0,0,0.009239189375199035
414,Infinity,CR_Conf,47,0,0.2333333333333333,0.3666666666666666,0.3857142857142857,0.3608695652173913,-0.13333333333333325,-0.1523809523809524,-0.12753623188405794,0.5308578193261237,0.055444444444444435,0.5,0.7571428571428572,,0,0,0.1455494403146264
415,There is no way to know without additional information,CR_Conf,47,0,0.16666666666666666,0.4266666666666665,0.48,0.4159999999999999,-0.26,-0.3133333333333333,-0.2493333333333333,0.2682851490614649,0.02244444444444445,0.42,0.6,,0,0,0.06312782223558906
416,1 second,CR_Conf,48,0,0.0,0.14999999999999994,0.0,0.14999999999999994,-0.14999999999999994,0.0,-0.14999999999999994,0.0,0.0,0.0,0.0,,0,0,0.010618127714064502
417,1000 seconds,CR_Conf,48,0,0.0,0.18333333333333326,0.0,0.18333333333333326,-0.18333333333333326,0.0,-0.18333333333333326,0.0,0.0,0.0,0.0,,0,0,0.009879470436240758
418,1 minute,CR_Conf,48,0,0.06666666666666668,0.20333333333333328,0.65,0.1714285714285714,-0.1366666666666666,-0.5833333333333334,-0.10476190476190474,1.620229755055944,0.2215,0.35,0.55,,0,0,0.0403062603356729
419,1000 minutes,CR_Conf,48,0,0.1,0.2433333333333333,0.4,0.22592592592592595,-0.1433333333333333,-0.29999999999999993,-0.12592592592592594,0.6474108639898115,0.05200000000000001,0.2333333333333333,0.3333333333333333,,0,0,0.07241881828080717
420,1 hour,CR_Conf,48,1,0.3,0.3499999999999999,0.5,0.2857142857142857,-0.04999999999999993,-0.2,0.01428571428571429,0.7932567066800478,0.0964074074074074,0.3555555555555555,0.5666666666666667,,0,0,0.2881432844753967
421,1000 hours,CR_Conf,48,0,0.06666666666666668,0.28,0.25,0.2821428571428571,-0.21333333333333335,-0.18333333333333332,-0.21547619047619046,0.2578571428571429,0.011666666666666669,0.45,0.45,,0,0,0.039001022895005066
422,2000 hours,CR_Conf,48,0,0.03333333333333333,0.2633333333333333,0.4,0.25862068965517243,-0.23,-0.3666666666666667,-0.2252873563218391,0.9236563436563436,0.11833333333333335,0.3,0.3,,0,0,0.06828204712393053
423,1000000 hours,CR_Conf,48,0,0.03333333333333333,0.24,0.4,0.23448275862068965,-0.20666666666666664,-0.3666666666666667,-0.20114942528735635,0.5469230769230771,0.04200000000000001,0.2,0.1,,0,0,0.01775205426077304
424,Infinity,CR_Conf,48,0,0.13333333333333333,0.32333333333333336,0.275,0.3307692307692308,-0.19000000000000006,-0.1416666666666667,-0.19743589743589746,0.3693290617428549,0.02733333333333333,0.225,0.5750000000000001,,0,0,0.1067980810417146
425,There is no way to know without additional information,CR_Conf,48,0,0.26666666666666666,0.38666666666666666,0.4375,0.36818181818181817,-0.12,-0.17083333333333334,-0.1015151515151515,0.3950440835662312,0.02825,0.25,0.625,,0,0,0.12561532879904863
426,1 second,CR_Conf,49,0,0.0,0.15666666666666662,0.0,0.15666666666666662,-0.15666666666666662,0.0,-0.15666666666666662,0.0,0.0,0.0,0.0,,0,0,0.010114379243955945
427,1000 seconds,CR_Conf,49,0,0.06666666666666668,0.19,0.45,0.17142857142857146,-0.12333333333333332,-0.3833333333333333,-0.10476190476190476,1.7921003989427842,0.3001666666666667,0.25,0.7,,0,0,0.05642150297604024
428,1 minute,CR_Conf,49,0,0.03333333333333333,0.2233333333333333,0.5,0.21379310344827585,-0.19,-0.4666666666666667,-0.18045977011494246,1.448497602702408,0.15866666666666668,0.4,0.6,,0,0,0.0652005059807523
429,1000 minutes,CR_Conf,49,0,0.03333333333333333,0.2733333333333333,0.6,0.2620689655172413,-0.24,-0.5666666666666667,-0.228735632183908,1.7986732311675102,0.27233333333333337,0.4,0.7,,0,0,0.05386022969128255
430,1 hour,CR_Conf,49,1,0.1,0.29,0.3666666666666667,0.28148148148148144,-0.19,-0.2666666666666667,-0.18148148148148144,0.9308824289558576,0.101,0.3,0.5333333333333333,,0,0,0.08305524779315247
431,1000 hours,CR_Conf,49,0,0.2333333333333333,0.3366666666666667,0.35714285714285715,0.33043478260869563,-0.1033333333333334,-0.1238095238095238,-0.0971014492753623,0.5326514640595693,0.04795238095238096,0.2857142857142857,0.3285714285714286,,0,0,0.08180626676109506
432,2000 hours,CR_Conf,49,0,0.06666666666666668,0.3166666666666667,0.4,0.3107142857142858,-0.2500000000000001,-0.33333333333333337,-0.2440476190476191,0.6266610820529586,0.04933333333333334,0.3,0.4,,0,0,0.12325433943831587
433,1000000 hours,CR_Conf,49,0,0.0,0.30666666666666664,0.0,0.30666666666666664,-0.30666666666666664,0.0,-0.30666666666666664,0.0,0.0,0.0,0.0,,0,0,0.009425545806873359
434,Infinity,CR_Conf,49,0,0.3,0.4099999999999999,0.5222222222222221,0.3619047619047619,-0.10999999999999993,-0.22222222222222213,-0.061904761904761914,0.5468731700751152,0.059407407407407416,0.3444444444444445,0.5333333333333333,,0,0,0.13426927936602367
435,There is no way to know without additional information,CR_Conf,49,0,0.16666666666666666,0.3533333333333333,0.4600000000000001,0.332,-0.18666666666666665,-0.29333333333333345,-0.16533333333333336,0.5146092010963865,0.047000000000000014,0.28,0.6,,0,0,0.10749507606967013
436,1 second,CR_Conf,50,0,0.03333333333333333,0.14999999999999994,0.8,0.12758620689655176,-0.11666666666666665,-0.7666666666666667,-0.09425287356321843,2.105908607726212,0.3334444444444445,0.7,0.7,,0,0,0.03635658368598043
437,1000 seconds,CR_Conf,50,0,0.03333333333333333,0.1799999999999999,0.7,0.16206896551724134,-0.14666666666666658,-0.6666666666666666,-0.12873563218390802,1.0640651015651017,0.1187777777777778,0.5,0.6,,0,0,0.08573985301848433
438,1 minute,CR_Conf,50,0,0.0,0.21,0.0,0.21,-0.21,0.0,-0.21,0.0,0.0,0.0,0.0,,0,0,0.009079844571912929
439,1000 minutes,CR_Conf,50,0,0.03333333333333333,0.2500000000000001,0.7,0.2344827586206897,-0.21666666666666676,-0.6666666666666666,-0.20114942528735635,1.2246420246420249,0.14577777777777778,0.4,0.6,,0,0,0.05581216187662532
440,1 hour,CR_Conf,50,1,0.2,0.28,0.4166666666666666,0.2458333333333333,-0.07999999999999996,-0.21666666666666656,-0.04583333333333331,0.6075873727522335,0.05977777777777778,0.5,0.6333333333333333,,0,0,0.33296795396108697
441,1000 hours,CR_Conf,50,0,0.16666666666666666,0.26,0.34,0.244,-0.09333333333333337,-0.17333333333333334,-0.07733333333333338,0.3777406051121222,0.02344444444444445,0.3,0.46,,0,0,0.07984776330453154
442,2000 hours,CR_Conf,50,0,0.0,0.2333333333333333,0.0,0.2333333333333333,-0.2333333333333333,0.0,-0.2333333333333333,0.0,0.0,0.0,0.0,,0,0,0.010274274898091598
443,1000000 hours,CR_Conf,50,0,0.03333333333333333,0.22666666666666666,0.3,0.22413793103448276,-0.1933333333333333,-0.26666666666666666,-0.1908045977011494,0.3430303030303031,0.016444444444444446,0.2,0.2,,0,0,0.022089342066551963
444,Infinity,CR_Conf,50,0,0.16666666666666666,0.3266666666666666,0.6199999999999999,0.268,-0.15999999999999995,-0.4533333333333333,-0.10133333333333336,0.7197550880049797,0.07784444444444448,0.4400000000000001,0.7799999999999999,,0,0,0.2443657676675209
445,There is no way to know without additional information,CR_Conf,50,0,0.3333333333333333,0.32,0.31,0.325,0.013333333333333308,0.023333333333333317,0.00833333333333336,0.4069031514276197,0.025877777777777784,0.36,0.76,,0,0,0.3229018505908107
446,1 second,CR_Conf,51,0,0.0,0.17878787878787875,0.0,0.17878787878787875,-0.17878787878787875,0.0,-0.17878787878787875,0.0,0.0,0.0,0.0,,0,0,0.009435963023616597
447,1000 seconds,CR_Conf,51,0,0.030303030303030307,0.19090909090909086,0.1,0.19375,-0.1606060606060606,-0.0696969696969697,-0.1634469696969697,0.390865234344321,0.02262718089990817,0.2,0.1,,0,0,0.025486546174064283
448,1 minute,CR_Conf,51,0,0.060606060606060615,0.23939393939393935,0.6499999999999999,0.2129032258064516,-0.17878787878787875,-0.5893939393939394,-0.15229716520039094,1.292989822831032,0.17961202938475665,0.55,0.6,,0,0,0.06796760357817186
449,1000 minutes,CR_Conf,51,0,0.030303030303030307,0.27878787878787875,0.8,0.2625,-0.24848484848484845,-0.7696969696969698,-0.2321969696969697,1.4223133937349095,0.17580899908172634,0.3,0.5,,0,0,0.050273414561093265
450,1 hour,CR_Conf,51,1,0.12121212121212123,0.3393939393939394,0.375,0.3344827586206897,-0.2181818181818182,-0.2537878787878788,-0.21327063740856844,0.4371198639145225,0.03939990817263545,0.30000000000000004,0.475,,0,0,0.04505229470326942
451,1000 hours,CR_Conf,51,0,0.21212121212121213,0.3181818181818181,0.35714285714285715,0.3076923076923077,-0.106060606060606,-0.14502164502164502,-0.09557109557109557,0.5163427940959425,0.05091289518562247,0.37142857142857133,0.4428571428571429,,0,0,0.08633088799824823
452,2000 hours,CR_Conf,51,0,0.060606060606060615,0.30303030303030304,0.55,0.2870967741935484,-0.24242424242424246,-0.4893939393939394,-0.2264907135874878,1.7610376076207688,0.2440968778696052,0.3,0.45,,0,0,0.05574621496172296
453,1000000 hours,CR_Conf,51,0,0.0,0.2636363636363636,0.0,0.2636363636363636,-0.2636363636363636,0.0,-0.2636363636363636,0.0,0.0,0.0,0.0,,0,0,0.0078072684288861775
454,Infinity,CR_Conf,51,0,0.15151515151515152,0.3363636363636364,0.6,0.28928571428571426,-0.18484848484848485,-0.4484848484848485,-0.13777056277056274,0.9255081731674158,0.11402112029384755,0.42,0.5,,0,0,0.2375789665799423
455,There is no way to know without additional information,CR_Conf,51,0,0.3333333333333333,0.4272727272727273,0.5818181818181819,0.35,-0.093939393939394,-0.24848484848484856,-0.016666666666666663,0.6553880148074769,0.07950045913682277,0.3363636363636364,0.6727272727272727,,0,0,0.36993058245170085
456,1 second,CR_Conf,52,0,0.030303030303030307,0.2090909090909091,0.7,0.19375,-0.1787878787878788,-0.6696969696969697,-0.1634469696969697,1.3276421607851832,0.15226446280991734,0.7,0.9,,0,0,0.0689597439461008
457,1000 seconds,CR_Conf,52,0,0.030303030303030307,0.21212121212121213,0.1,0.215625,-0.18181818181818185,-0.0696969696969697,-0.1853219696969697,0.14292461565875006,0.007355371900826445,0.3,0.4,,0,0,0.01990469305728051
458,1 minute,CR_Conf,52,0,0.060606060606060615,0.2272727272727273,0.5,0.20967741935483866,-0.16666666666666666,-0.4393939393939394,-0.14907135874877805,1.3158026045989206,0.18167355371900826,0.30000000000000004,0.75,,0,0,0.04883036847237221
459,1000 minutes,CR_Conf,52,0,0.060606060606060615,0.20909090909090908,0.6,0.1838709677419354,-0.14848484848484847,-0.5393939393939393,-0.1232649071358748,1.7817487341693157,0.26014325068870525,0.65,0.7,,0,0,0.0425444155785239
460,1 hour,CR_Conf,52,1,0.030303030303030307,0.2606060606060606,0.3,0.259375,-0.2303030303030303,-0.2696969696969697,-0.2290719696969697,0.6701163749455983,0.047355371900826435,0.3,0.4,,0,0,0.02352323189884237
461,1000 hours,CR_Conf,52,0,0.21212121212121213,0.2666666666666666,0.31428571428571433,0.25384615384615383,-0.05454545454545448,-0.1021645021645022,-0.041724941724941705,0.4039080090148676,0.03768437622983078,0.27142857142857146,0.31428571428571433,,0,0,0.2362032302500376
462,2000 hours,CR_Conf,52,0,0.060606060606060615,0.2696969696969697,0.25,0.2709677419354839,-0.2090909090909091,-0.1893939393939394,-0.2103616813294233,0.1807585604356496,0.011552341597796143,0.30000000000000004,0.5,,0,0,0.05874711931156764
463,1000000 hours,CR_Conf,52,0,0.09090909090909093,0.24545454545454545,0.3666666666666667,0.2333333333333333,-0.15454545454545454,-0.27575757575757576,-0.14242424242424234,0.9244998182605276,0.13714325068870525,0.3333333333333333,0.5333333333333333,,0,0,0.07573427354989459
464,Infinity,CR_Conf,52,0,0.30303030303030304,0.30303030303030304,0.38,0.2695652173913043,0.0,-0.07696969696969698,0.03346508563899875,0.21547812095683844,0.018728099173553718,0.29,0.63,,0,1,0.5329583714958567
465,There is no way to know without additional information,CR_Conf,52,0,0.12121212121212123,0.28181818181818186,0.5250000000000001,0.2482758620689655,-0.16060606060606064,-0.4037878787878789,-0.12706374085684427,0.7795643810632009,0.104400826446281,0.65,0.8,,0,0,0.17346762625451378
466,1 second,CR_Conf,53,0,0.030303030303030307,0.13636363636363635,0.1,0.1375,-0.10606060606060604,-0.0696969696969697,-0.10719696969696972,0.19149222297810795,0.00827364554637282,0.1,0.1,,0,0,0.016457169189407587
467,1000 seconds,CR_Conf,53,0,0.060606060606060615,0.17878787878787875,0.35,0.16774193548387095,-0.11818181818181815,-0.28939393939393937,-0.10713587487781034,0.4597523771276659,0.03710697887970616,0.4,0.45,,0,0,0.027384388844015818
468,1 minute,CR_Conf,53,0,0.0,0.2181818181818182,0.0,0.2181818181818182,-0.2181818181818182,0.0,-0.2181818181818182,0.0,0.0,0.0,0.0,,0,0,0.009071200775130194
469,1000 minutes,CR_Conf,53,0,0.030303030303030307,0.2575757575757576,0.7,0.24375,-0.2272727272727273,-0.6696969696969697,-0.21344696969696966,0.7431734988385458,0.09048576675849404,0.3,0.9,,0,0,0.07607610804212296
470,1 hour,CR_Conf,53,1,0.30303030303030304,0.30303030303030304,0.35,0.2826086956521739,0.0,-0.04696969696969694,0.020421607378129147,0.4130398954166911,0.031243342516069795,0.36,0.55,,0,0,0.2814261484025115
471,1000 hours,CR_Conf,53,0,0.12121212121212123,0.3090909090909091,0.55,0.27586206896551724,-0.18787878787878787,-0.4287878787878788,-0.15464994775339602,1.189684270162668,0.16980394857667586,0.325,0.775,,0,0,0.13791498803451394
472,2000 hours,CR_Conf,53,0,0.060606060606060615,0.2545454545454546,0.55,0.23548387096774195,-0.193939393939394,-0.4893939393939394,-0.17487781036168135,1.8784651935781465,0.2956827364554637,0.6,0.6,,0,0,0.03537637291472545
473,1000000 hours,CR_Conf,53,0,0.030303030303030307,0.2515151515151515,0.2,0.253125,-0.2212121212121212,-0.1696969696969697,-0.22282196969696969,0.2709317238072105,0.012455463728191002,0.2,0.1,,0,0,0.024425573714139687
474,Infinity,CR_Conf,53,0,0.18181818181818185,0.3212121212121212,0.4666666666666666,0.2888888888888889,-0.1393939393939394,-0.2848484848484848,-0.1070707070707071,0.3543179667139467,0.036076675849403134,0.21666666666666667,0.4666666666666667,,0,0,0.11071670663453057
475,There is no way to know without additional information,CR_Conf,53,0,0.18181818181818185,0.36969696969696975,0.4833333333333333,0.3444444444444444,-0.18787878787878792,-0.3015151515151515,-0.16262626262626256,0.6203559013863671,0.07287970615243343,0.3166666666666667,0.7333333333333334,,0,0,0.11828318615002109
476,1 second,CR_Conf,54,0,0.0,0.1606060606060606,0.0,0.1606060606060606,-0.1606060606060606,0.0,-0.1606060606060606,0.0,0.0,0.0,0.0,,0,0,0.010182765937558829
477,1000 seconds,CR_Conf,54,0,0.030303030303030307,0.20909090909090908,0.4,0.203125,-0.17878787878787875,-0.36969696969696975,-0.1728219696969697,0.5187760599340709,0.029886134067952257,0.4,1.0,,0,0,0.05432639920721679
478,1 minute,CR_Conf,54,0,0.060606060606060615,0.20606060606060608,0.5,0.18709677419354834,-0.14545454545454545,-0.4393939393939394,-0.12649071358748773,1.5982099285609404,0.1905679522497704,0.65,0.8,,0,0,0.05377704321758527
479,1000 minutes,CR_Conf,54,0,0.0,0.23939393939393935,0.0,0.23939393939393935,-0.23939393939393935,0.0,-0.23939393939393935,0.0,0.0,0.0,0.0,,0,0,0.008598810865629077
480,1 hour,CR_Conf,54,1,0.30303030303030304,0.303030303030303,0.41,0.25652173913043474,5.551115123125783e-17,-0.10696969696969694,0.04650856389986829,0.6391461928918132,0.052367952249770436,0.36,0.42,,0,0,0.465860692080643
481,1000 hours,CR_Conf,54,0,0.18181818181818185,0.2878787878787879,0.43333333333333335,0.25555555555555554,-0.10606060606060608,-0.2515151515151515,-0.07373737373737371,0.8511686864938476,0.09992653810835632,0.3333333333333333,0.38333333333333336,,0,0,0.1179468719004956
482,2000 hours,CR_Conf,54,0,0.0,0.2545454545454546,0.0,0.2545454545454546,-0.2545454545454546,0.0,-0.2545454545454546,0.0,0.0,0.0,0.0,,0,0,0.009028732973195846
483,1000000 hours,CR_Conf,54,0,0.030303030303030307,0.27575757575757576,0.2,0.278125,-0.24545454545454545,-0.1696969696969697,-0.2478219696969697,0.3905139478617422,0.019340679522497704,0.3,0.2,,0,0,0.029381096090522973
484,Infinity,CR_Conf,54,0,0.2727272727272727,0.3121212121212121,0.4111111111111111,0.275,-0.03939393939393937,-0.1383838383838384,-0.00227272727272726,0.7072555373516579,0.07008478726660547,0.2777777777777778,0.4666666666666667,,0,0,0.44619388850536607
485,There is no way to know without additional information,CR_Conf,54,0,0.12121212121212123,0.3303030303030303,0.30000000000000004,0.3344827586206897,-0.2090909090909091,-0.17878787878787886,-0.21327063740856844,0.3961785138587773,0.02047704315886134,0.375,0.5,,0,0,0.09931620057324025
486,1 second,CR_Conf,55,0,0.0,0.1484848484848485,0.0,0.1484848484848485,-0.1484848484848485,0.0,-0.1484848484848485,0.0,0.0,0.0,0.0,,0,0,0.01045320148768689
487,1000 seconds,CR_Conf,55,0,0.030303030303030307,0.1606060606060606,0.5,0.15,-0.1303030303030303,-0.4696969696969697,-0.11969696969696968,1.5291167251453912,0.1906584022038568,0.5,0.7,,0,0,0.07235477619880888
488,1 minute,CR_Conf,55,0,0.0,0.17272727272727273,0.0,0.17272727272727273,-0.17272727272727273,0.0,-0.17272727272727273,0.0,0.0,0.0,0.0,,0,0,0.009896760634767516
489,1000 minutes,CR_Conf,55,0,0.18181818181818185,0.20606060606060608,0.3166666666666667,0.1814814814814815,-0.02424242424242426,-0.13484848484848488,0.0003367003367003296,0.8089050787112441,0.10396143250688704,0.2166666666666667,0.43333333333333335,,0,0,0.1253765439929889
490,1 hour,CR_Conf,55,1,0.15151515151515152,0.2606060606060606,0.3,0.25357142857142856,-0.1090909090909091,-0.14848484848484847,-0.10205627705627704,0.4102276200638045,0.039082644628099183,0.26,0.68,,0,0,0.07822467129567397
491,1000 hours,CR_Conf,55,0,0.15151515151515152,0.2515151515151515,0.4,0.225,-0.09999999999999996,-0.2484848484848485,-0.07348484848484849,0.4634513468368838,0.04406446280991736,0.26,0.38,,0,0,0.07904118894495639
492,2000 hours,CR_Conf,55,0,0.060606060606060615,0.2090909090909091,0.15000000000000002,0.21290322580645168,-0.1484848484848485,-0.08939393939393941,-0.15229716520039105,0.221120485451982,0.008567493112947657,0.35,0.45,,0,0,0.026653834112408174
493,1000000 hours,CR_Conf,55,0,0.030303030303030307,0.20606060606060608,0.3,0.203125,-0.17575757575757575,-0.2696969696969697,-0.1728219696969697,0.3117393118184669,0.015476584022038562,0.3,0.7,,0,0,0.04263951105446641
494,Infinity,CR_Conf,55,0,0.12121212121212123,0.3121212121212121,0.425,0.296551724137931,-0.19090909090909086,-0.3037878787878788,-0.1753396029258098,0.30701548047065336,0.020317493112947657,0.4500000000000001,0.675,,0,0,0.16462893225952335
495,There is no way to know without additional information,CR_Conf,55,0,0.2727272727272727,0.3303030303030303,0.5222222222222223,0.2583333333333333,-0.057575757575757565,-0.24949494949494955,0.014393939393939403,0.4174292917470418,0.03589745944291398,0.37777777777777777,0.6222222222222222,,0,0,0.24134395146604568
496,1 second,CR_Conf,56,0,0.0,0.18125,0.0,0.18125,-0.18125,0.0,-0.18125,0.0,0.0,0.0,0.0,,0,0,0.00992156267122273
497,1000 seconds,CR_Conf,56,0,0.0,0.203125,0.0,0.203125,-0.203125,0.0,-0.203125,0.0,0.0,0.0,0.0,,0,0,0.00947563768150696
